Column1,Column10,PL
TUTORIAL1BATTLESEQUENCER_595_M,"You dealt 1 damage, so I put 1 weight on the scale.","Zadajesz 1 obrażenia, więc położyłem 1 wagę na skalę."
TUTORIAL1BATTLESEQUENCER_595_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_013_M,"{0} damage dealt, {0} weights on the scale.","{0} obrażenia, {0} Wagi w skali."
TUTORIAL1BATTLESEQUENCER_013_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_331_M,My turn.,Moja kolej.
TUTORIAL1BATTLESEQUENCER_331_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_591_M,Because you are learning I will pass.,"Ponieważ się uczysz, zdam."
TUTORIAL1BATTLESEQUENCER_591_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_558_M,Pass.,Przechodzić.
TUTORIAL1BATTLESEQUENCER_558_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_112_M,Your Stoat stands in the way of my Coyote.,Twój stoat stoi na drodze mojego kojota.
TUTORIAL1BATTLESEQUENCER_112_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_901_M,My Coyote dealt 2 damage to your Stoat.,Mój kojot zadał 2 obrażenia na twoim stoatku.
TUTORIAL1BATTLESEQUENCER_901_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_468_M,That means your Stoat's health is 2 less.,"Oznacza to, że zdrowie twojego stoat jest o 2 mniej."
TUTORIAL1BATTLESEQUENCER_468_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_044_M,"If a creature's health reaches 0, it dies.","Jeśli zdrowie stworzenia osiągnie 0, umrze."
TUTORIAL1BATTLESEQUENCER_044_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_338_M,You've won this match.,Wygrałeś ten mecz.
TUTORIAL1BATTLESEQUENCER_338_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_023_M,They won't all be so easy.,Nie wszystkie nie będą takie łatwe.
TUTORIAL1BATTLESEQUENCER_023_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_142_M,Let me recall your story...,Pozwól mi przypomnieć sobie twoją historię ...
TUTORIAL1BATTLESEQUENCER_142_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_275_M,"Oh, yes...",O tak...
TUTORIAL1BATTLESEQUENCER_275_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_256_M,Stoats cost 1 blood. Sacrifices must be made.,Stoats kosztuje 1 krew. Należy poświęcić.
TUTORIAL1BATTLESEQUENCER_256_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_078_M,An honorable death. Play the Stoat.,Honorowa śmierć. Zagraj w Stoat.
TUTORIAL1BATTLESEQUENCER_078_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_641_M,Wolves require 2 sacrifices. You don't have enough.,Wilki wymagają 2 ofiar. Nie masz dość.
TUTORIAL1BATTLESEQUENCER_641_F,,#VALUE!
TUTORIAL1BATTLESEQUENCER_425_M,Ring the bell to end your turn... and commence combat.,"Zadzwoń do dzwonka, aby zakończyć swoją kolej ... i rozpocząć walkę."
TUTORIAL1BATTLESEQUENCER_425_F,,#VALUE!
TUTORIAL2BATTLESEQUENCER_998_M,You were ambushed while crossing some rough terrain.,Zasadziłeś się w zasadzce podczas przekraczania szorstkiego terenu.
TUTORIAL2BATTLESEQUENCER_998_F,,#VALUE!
TUTORIAL2BATTLESEQUENCER_878_M,You may now see my moves ahead of time.,Możesz teraz zobaczyć moje ruchy z wyprzedzeniem.
TUTORIAL2BATTLESEQUENCER_878_F,,#VALUE!
TUTORIAL2BATTLESEQUENCER_198_M,!DELETED!,! Usunięto!
TUTORIAL2BATTLESEQUENCER_198_F,,#VALUE!
TUTORIAL2BATTLESEQUENCER_800_M,You prevailed... and trekked onwards past the now bloodied terrain.,Zwyciężyłeś ... i wędrowałeś obok zakrwawionego terenu.
TUTORIAL2BATTLESEQUENCER_800_F,,#VALUE!
TUTORIAL2GAMEFLOWSEQUENCER_388_M,Oh...,Oh...
TUTORIAL2GAMEFLOWSEQUENCER_388_F,,#VALUE!
TUTORIAL2GAMEFLOWSEQUENCER_632_M,I forgot your [c:bR]figurine[c:].,Zapomniałem twojej figurki [C: Br] [C:].
TUTORIAL2GAMEFLOWSEQUENCER_632_F,,#VALUE!
TUTORIAL2GAMEFLOWSEQUENCER_447_M,Get up and fetch it for me.,Wstań i przynieś to dla mnie.
TUTORIAL2GAMEFLOWSEQUENCER_447_F,,#VALUE!
TUTORIAL2GAMEFLOWSEQUENCER_146_M,It's beside the safe.,Jest obok sejfu.
TUTORIAL2GAMEFLOWSEQUENCER_146_F,,#VALUE!
TUTORIAL2GAMEFLOWSEQUENCER_032_M,The figurine is beside the safe.,Figurka jest obok sejfu.
TUTORIAL2GAMEFLOWSEQUENCER_032_F,,#VALUE!
TUTORIAL2GAMEFLOWSEQUENCER_029_M,Bring the figurine.,Przynieś figurkę.
TUTORIAL2GAMEFLOWSEQUENCER_029_F,,#VALUE!
TUTORIAL2GAMEFLOWSEQUENCER_343_M,Let us continue.,Kontynuujmy.
TUTORIAL2GAMEFLOWSEQUENCER_343_F,,#VALUE!
TUTORIAL3BATTLESEQUENCER_675_M,You're {0} damage away from winning...,Jesteś {0} obrażeń od wygranej ...
TUTORIAL3BATTLESEQUENCER_675_F,,#VALUE!
TUTORIAL3BATTLESEQUENCER_952_M,Impressive. You may yet survive this ordeal.,Imponujący. Możesz jeszcze przetrwać tę próbę.
TUTORIAL3BATTLESEQUENCER_952_F,,#VALUE!
TUTORIAL3BATTLESEQUENCER_517_M,Knock on wood.,Odpukać.
TUTORIAL3BATTLESEQUENCER_517_F,,#VALUE!
TUTORIALBASEBATTLESEQUENCER_543_M,The [c:bR]{0}[c:] demands [c:bR]{1}[c:] sacrifices.,[C: Br] {0} [C:] wymaga [C: Br] {1} [C:] Sacrives.
TUTORIALBASEBATTLESEQUENCER_543_F,,#VALUE!
TUTORIALBONESBATTLESEQUENCER_588_M,Here we go again.,Znowu się zaczyna.
TUTORIALBONESBATTLESEQUENCER_588_F,,#VALUE!
TUTORIALBONESBATTLESEQUENCER_403_M,Another Challenger.,Inny pretendent.
TUTORIALBONESBATTLESEQUENCER_403_F,,#VALUE!
TUTORIALBONESBATTLESEQUENCER_885_M,Perhaps it is time...,Być może nadszedł czas ...
TUTORIALBONESBATTLESEQUENCER_885_F,,#VALUE!
TUTORIALBONESBATTLESEQUENCER_433_M,Perhaps you can understand [c:bR]bones[c:].,Być może możesz zrozumieć [C: Br] Bones [C:].
TUTORIALBONESBATTLESEQUENCER_433_F,,#VALUE!
TUTORIALBONESBATTLESEQUENCER_591_M,The resourceful [c:bR]Opossum[c:] costs [c:bR]2 bones[c:].,Zaradne [C: Br] Opossum [C:] Koszty [C: Br] 2 kości [C:].
TUTORIALBONESBATTLESEQUENCER_591_F,,#VALUE!
TUTORIALBONESBATTLESEQUENCER_737_M,You gain a [c:bR]bone[c:] when one of your creatures perishes. For any reason.,Zyskujesz kość [C: Br] [C:] Kiedy jedno z twoich stworzeń zginie. Z jakiegokolwiek powodu.
TUTORIALBONESBATTLESEQUENCER_737_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_228_M,You were lost deep in the forest...,Zagubiłeś się głęboko w lesie ...
TUTORIALGAMEFLOWSEQUENCER_228_F,You were lost deep in the forest...,Zagubiłeś się głęboko w lesie ...
TUTORIALGAMEFLOWSEQUENCER_816_M,A single path revealed itself.,Jedna ścieżka ujawniła się.
TUTORIALGAMEFLOWSEQUENCER_816_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_520_M,Some of the creatures of the forest seemed willing to follow you.,Niektóre stworzenia lasu wydawały się chętnie podążać za tobą.
TUTORIALGAMEFLOWSEQUENCER_520_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_422_M,Two denizens of the forest approached you tentatively.,Dwóch mieszkańców lasu podeszło do ciebie wstępnie.
TUTORIALGAMEFLOWSEQUENCER_422_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_637_M,You came across an abandoned sack...,Natknąłeś się na opuszczony worek ...
TUTORIALGAMEFLOWSEQUENCER_637_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_818_M,You've lost.,Przegrałeś.
TUTORIALGAMEFLOWSEQUENCER_818_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_364_M,Using this as a learning opportunity may be the only way to mitigate my disappointment...,Wykorzystanie tego jako możliwości uczenia się może być jedynym sposobem na złagodzenie mojego rozczarowania ...
TUTORIALGAMEFLOWSEQUENCER_364_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_333_M,Get up.,Wstawać.
TUTORIALGAMEFLOWSEQUENCER_333_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_661_M,Get up from the table.,Wstań ze stołu.
TUTORIALGAMEFLOWSEQUENCER_661_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_438_M,Fetch me the [c:bR]candlestick[c:] from atop the barrel beside the door.,Przyprzyj mi [C: Br] Candlestick [C:] z lufy obok drzwi.
TUTORIALGAMEFLOWSEQUENCER_438_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_430_M,The [c:bR]candlestick[c:]... from atop the barrel.,[C: Br] Candlestick [C:] ... z lufy.
TUTORIALGAMEFLOWSEQUENCER_430_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_041_M,Bring it here.,Przynieś to tutaj.
TUTORIALGAMEFLOWSEQUENCER_041_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_187_M,Now sit back down.,Teraz usiądź z powrotem.
TUTORIALGAMEFLOWSEQUENCER_187_F,,#VALUE!
TUTORIALGAMEFLOWSEQUENCER_697_M,Let me explain something to you.,"Pozwól, że ci coś wyjaśnię."
TUTORIALGAMEFLOWSEQUENCER_697_F,,#VALUE!
ACTIVATEDDEALDAMAGE_RULEBOOKNAME_822,Energy Gun,Pistolet energetyczny
ACTIVATEDDEALDAMAGE_RULEBOOKDESCRIPTION_038,Pay 1 Energy to deal 1 damage to the creature across from [creature].,"Zapłać 1 energię, aby zadać 1 uszkodzenie stworzeniu naprzeciwko [stworzenia]."
ACTIVATEDDEALDAMAGE_TRIGGERTEXT_596_M,[creature] fires off a shot!,[Stworzenie] strzela do strzału!
ACTIVATEDDEALDAMAGE_TRIGGERTEXT_596_F,,#VALUE!
ACTIVATEDDRAWSKELETON_RULEBOOKNAME_600,Disentomb,Disentomb
ACTIVATEDDRAWSKELETON_RULEBOOKDESCRIPTION_506,Pay 1 Bone to create a Skeleton in your hand.,"Zapłać 1 kości, aby stworzyć szkielet w dłoni."
ACTIVATEDDRAWSKELETON_TRIGGERTEXT_137_M,[creature] exhumes a Skeleton!,[Stworzenie] Eshume szkielet!
ACTIVATEDDRAWSKELETON_TRIGGERTEXT_137_F,,#VALUE!
ACTIVATEDHEAL_RULEBOOKNAME_429,Marrow Sucker,Sucker szpiku
ACTIVATEDHEAL_RULEBOOKDESCRIPTION_196,Pay 2 Bones to heal [creature].,Zapłać 2 kości za leczenie [stworzenie].
ACTIVATEDHEAL_TRIGGERTEXT_013_M,[creature] sucks the marrow from bones to heal!,[Stworzenie] ssie szpik od kości do leczenia!
ACTIVATEDHEAL_TRIGGERTEXT_013_F,,#VALUE!
ACTIVATEDRANDOMPOWERENERGY_RULEBOOKNAME_909,Power Dice,Kości mocy
ACTIVATEDRANDOMPOWERENERGY_RULEBOOKDESCRIPTION_755,Pay 1 Energy to set the power of [creature] randomly between 1 and 6.,"Zapłać 1 energię, aby ustawić moc [stworzenia] losowo między 1 a 6."
ACTIVATEDRANDOMPOWERENERGY_TRIGGERTEXT_293_M,[creature] rolls the dice...,[Stworzenie] rzuca kości ...
ACTIVATEDRANDOMPOWERENERGY_TRIGGERTEXT_293_F,,#VALUE!
ACTIVATEDSACRIFICEDRAWCARDS_RULEBOOKNAME_419,True Scholar,Prawdziwy uczony
ACTIVATEDSACRIFICEDRAWCARDS_RULEBOOKDESCRIPTION_333,"If you have a Blue gem, sacrifice [creature] to draw 3 cards.","Jeśli masz niebieski klejnot, poświęć [stworzenie], aby narysować 3 karty."
ACTIVATEDSACRIFICEDRAWCARDS_TRIGGERTEXT_245_M,[creature] sacrifices itself for 3 cards!,[Stworzenie] poświęca się na 3 karty!
ACTIVATEDSACRIFICEDRAWCARDS_TRIGGERTEXT_245_F,,#VALUE!
ACTIVATEDSTATSUP_RULEBOOKNAME_305,Enlarge,Powiększać
ACTIVATEDSTATSUP_RULEBOOKDESCRIPTION_929,Pay 2 Bones to increase the power and health of [creature] by 1.,"Zapłać 2 kości, aby zwiększyć moc i zdrowie [stworzenia] o 1."
ACTIVATEDSTATSUP_TRIGGERTEXT_928_M,[creature] grows stronger...,[Stworzenie] staje się silniejsze ...
ACTIVATEDSTATSUP_TRIGGERTEXT_928_F,,#VALUE!
ACTIVATEDSTATSUPENERGY_RULEBOOKNAME_019,Stimulate,Stymulować
ACTIVATEDSTATSUPENERGY_RULEBOOKDESCRIPTION_496,Pay 3 Energy to increase the power and health of [creature] by 1.,"Zapłać 3 energię, aby zwiększyć moc i zdrowie [stworzenia] o 1."
BOMBSPAWNER_RULEBOOKNAME_630,Bomb Spewer,Bomb Spewer
BOMBSPAWNER_RULEBOOKDESCRIPTION_783,"When [creature] is played, fill all empty spaces with Explode Bots.","Kiedy [stworzenie] jest odtwarzane, wypełnij wszystkie puste przestrzenie eksplodowymi botami."
BOMBSPAWNER_TRIGGERTEXT_213_M,[creature] drops bombs all over the place!,[Stworzenie] upuszcza bomby na całym miejscu!
BOMBSPAWNER_TRIGGERTEXT_213_F,,#VALUE!
BONEDIGGER_RULEBOOKNAME_188,Bone Digger,Koper kości
BONEDIGGER_RULEBOOKDESCRIPTION_220,"At the end of the owner's turn, [creature] will generate 1 Bone.",Pod koniec tury właściciela [stworzenie] wygeneruje 1 kość.
BONEDIGGER_TRIGGERTEXT_101_M,[creature] digs up a bone!,[Stworzenie] wykopuje kość!
BONEDIGGER_TRIGGERTEXT_101_F,,#VALUE!
BRITTLE_RULEBOOKNAME_456,Brittle,Kruchy
BRITTLE_RULEBOOKDESCRIPTION_950,"After attacking, [creature] perishes.",Po ataku [stworzenie] ginie.
BRITTLE_TRIGGERTEXT_279_M,[creature] collapses into a pile of bones!,[Stworzenie] zapada się w stos kości!
BRITTLE_TRIGGERTEXT_279_F,,#VALUE!
BUFFGEMS_RULEBOOKNAME_713,Gem Animator,Animator klejnotów
BUFFGEMS_RULEBOOKDESCRIPTION_649,Mox cards on the owner's side of the board gain 1 power.,Karty MOX po stronie właściciela tablicy zyskują 1 moc.
CONDUITBUFFATTACK_RULEBOOKNAME_250,Attack Conduit,Attack Cedit
CONDUITBUFFATTACK_RULEBOOKDESCRIPTION_470,Other creatures within a circuit completed by [creature] gain 1 power.,Inne stworzenia w obwodzie wypełnionym przez [stworzenie] zyskują 1 moc.
CONDUITENERGY_RULEBOOKNAME_961,Energy Conduit,Kanał energetyczny
CONDUITENERGY_RULEBOOKDESCRIPTION_875,"If [creature] is part of a completed circuit, your Energy never depletes.","Jeśli [stworzenie] jest częścią ukończonego obwodu, twoja energia nigdy się nie wyczerpuje."
CONDUITENERGY_TRIGGERTEXT_197_M,[creature] keeps your Energy charged.,[Stworzenie] utrzymuje naładowaną energię.
CONDUITENERGY_TRIGGERTEXT_197_F,,#VALUE!
CONDUITFACTORY_RULEBOOKNAME_826,Spawn Conduit,Spawn Cedit
CONDUITFACTORY_RULEBOOKDESCRIPTION_971,Empty spaces within a circuit completed by [creature] spawn L33pB0ts at the end of the owner's turn.,Puste przestrzenie w obwodzie ukończonym przez [Creature] spawn L33pB0Ts pod koniec tury właściciela.
CONDUITFACTORY_TRIGGERTEXT_916_M,[creature] constructs L33pB0ts in the charged space!,[Creature] Konstruuje L33pB0Ts w naładowanej przestrzeni!
CONDUITFACTORY_TRIGGERTEXT_916_F,,#VALUE!
CONDUITHEAL_RULEBOOKNAME_873,Healing Conduit,Kanał uzdrawiający
CONDUITHEAL_RULEBOOKDESCRIPTION_761,Other creatures within a circuit completed by [creature] are healed at the end of the owner's turn.,Inne stworzenia w obwodzie ukończonym przez [stworzenie] są uzdrowieni pod koniec tury właściciela.
CONDUITHEAL_TRIGGERTEXT_674_M,[creature] heals the creatures in the charged space!,[Stworzenie] Ulecza stworzenia w naładowanej przestrzeni!
CONDUITHEAL_TRIGGERTEXT_674_F,,#VALUE!
CONDUITNULL_RULEBOOKNAME_346,Null Conduit,NULL CONDUT
CONDUITNULL_RULEBOOKDESCRIPTION_984,"[creature] may complete a circuit, but provides no effect.","[Stworzenie] może ukończyć obwód, ale nie zapewnia żadnego efektu."
DOUBLEDEATH_RULEBOOKNAME_567,Handy,Poręczny
DOUBLEDEATH_RULEBOOKDESCRIPTION_546,"When another creature you own dies, it is returned to life and dies again immediately.","Kiedy umiera inne stworzenie, powraca do życia i natychmiast umiera."
DOUBLEDEATH_TRIGGERTEXT_565_M,[creature] raises the corpse from the dead! Then lets it die once more.,[Stworzenie] podnosi zwłoki z zmarłych! Następnie pozwala to jeszcze raz umrzeć.
DOUBLEDEATH_TRIGGERTEXT_565_F,,#VALUE!
DRAWNEWHAND_RULEBOOKDESCRIPTION_782,"When [creature] is played, discard your hand then draw a new hand of 4 cards.","Kiedy [stworzenie] jest odtwarzane, odrzuć rękę, a następnie narysuj nową rękę 4 kart."
DRAWNEWHAND_TRIGGERTEXT_790_M,[creature] destroys your hand... and draws a new one!,[Stworzenie] niszczy twoją rękę ... i rysuje nową!
DRAWNEWHAND_TRIGGERTEXT_790_F,,#VALUE!
DROPRUBYONDEATH_RULEBOOKNAME_250,Ruby Heart,Ruby Heart
DROPRUBYONDEATH_RULEBOOKDESCRIPTION_569,"When [creature] perishes, a Ruby Mox is created in its place.","Kiedy [stworzenie] ginie, na swoim miejscu powstaje rubinowy mox."
DROPRUBYONDEATH_TRIGGERTEXT_229_M,[creature] leaves a Ruby Mox in its place!,[Stworzenie] pozostawia na swoim miejscu Ruby Mox!
DROPRUBYONDEATH_TRIGGERTEXT_229_F,,#VALUE!
EXPLODEONDEATH_RULEBOOKNAME_257,Detonator,Detonator
EXPLODEONDEATH_RULEBOOKDESCRIPTION_032,"When [creature] dies, the creature opposing it, as well as adjacent friendly creatures, are dealt 10 damage.","Kiedy [stworzenie] umiera, stworzenie przeciwne, a także sąsiednie przyjazne stworzenia, mają 10 obrażeń."
EXPLODEONDEATH_TRIGGERTEXT_829_M,[creature] detonates! Adjacent creatures are killed in the blast.,[Stworzenie] Detonuje! Sąsiednie stworzenia są zabijane w wybuchu.
EXPLODEONDEATH_TRIGGERTEXT_829_F,,#VALUE!
GAINBATTERY_RULEBOOKNAME_071,Battery Bearer,Nosiciel baterii
GAINBATTERY_RULEBOOKDESCRIPTION_344,"When [creature] is played, it provides an Energy Cell to its owner.","Kiedy [stworzenie] jest odtwarzane, zapewnia właścicielowi komórkę energetyczną."
GAINBATTERY_TRIGGERTEXT_488_M,[creature] provides an Energy Cell!,[Stworzenie] zapewnia komórkę energetyczną!
GAINBATTERY_TRIGGERTEXT_488_F,,#VALUE!
GAINGEMBLUE_RULEBOOKNAME_902,Blue Mox,Niebieski mox
GAINGEMBLUE_RULEBOOKDESCRIPTION_756,"While [creature] is on the board, it provides a Blue Gem to its owner.","Podczas gdy [Creature] jest na planszy, zapewnia właścicielowi niebieski klejnot."
GAINGEMGREEN_RULEBOOKNAME_178,Green Mox,Zielony mox
GAINGEMGREEN_RULEBOOKDESCRIPTION_166,"While [creature] is on the board, it provides a Green Gem to its owner.","Podczas gdy [Creature] jest na planszy, zapewnia właścicielowi zielony klejnot."
GAINGEMORANGE_RULEBOOKNAME_384,Orange Mox,Pomarańczowy mox
GAINGEMORANGE_RULEBOOKDESCRIPTION_870,"While [creature] is on the board, it provides an Orange Gem to its owner.","Podczas gdy [stworzenie] jest na planszy, zapewnia właścicielowi pomarańczowy klejnot."
GAINGEMTRIPLE_RULEBOOKNAME_452,Great Mox,Świetny mox
GAINGEMTRIPLE_RULEBOOKDESCRIPTION_386,"While [creature] is on the board, it provides a Green, Orange, and Blue gem to its owner.","Podczas gdy [stworzenie] jest na planszy, zapewnia właścicielowi zielony, pomarańczowy i niebieski klejnot."
GEMDEPENDANT_RULEBOOKNAME_743,Gem Dependant,Zależne od klejnotu
GEMDEPENDANT_RULEBOOKDESCRIPTION_780,"If [creature]'s owner controls no Mox cards, [creature] perishes.","Jeśli właściciel [stworzenia] kontroluje brak kart Mox, [stworzenie] ginie."
GEMDEPENDANT_TRIGGERTEXT_058_M,[creature] requires Mox cards to exist and therefore dies.,[Stworzenie] wymaga istnienia kart Mox i dlatego umiera.
GEMDEPENDANT_TRIGGERTEXT_058_F,,#VALUE!
GEMSDRAW_RULEBOOKNAME_500,Mental Gemnastics,Mentalne Gemnastics
GEMSDRAW_RULEBOOKDESCRIPTION_457,"When [creature] is played, you draw cards equal to the amount of Mox cards on your side of the board.","Kiedy [stworzenie] jest odtwarzane, rysujesz karty równe ilości kart MOX po swojej stronie planszy."
GEMSDRAW_TRIGGERTEXT_861_M,[creature] draws on the power of your Gems!,[Stworzenie] opiera się na mocy twoich klejnotów!
GEMSDRAW_TRIGGERTEXT_861_F,,#VALUE!
LOOT_RULEBOOKNAME_940,Looter,Szabrownik
LOOT_RULEBOOKDESCRIPTION_857,"When [creature] deals damage directly, draw a card for each damage dealt.","Gdy [stworzenie] zadaje bezpośrednio szkody, narysuj kartę dla każdego zadanego obrażeń."
LOOT_TRIGGERTEXT_253_M,[creature] draws cards after dealing direct damage.,[Stworzenie] rysuje karty po zadaniu bezpośrednich szkód.
LOOT_TRIGGERTEXT_253_F,,#VALUE!
PREVENTATTACK_RULEBOOKNAME_036,Repulsive,Odpychający
PREVENTATTACK_RULEBOOKDESCRIPTION_971,"If a creature would attack [creature], it does not.","Jeśli stworzenie zaatakuje [stworzenie], tak nie jest."
SKELETONSTRAFE_RULEBOOKNAME_952,Skeleton Crew,Kadra
SKELETONSTRAFE_RULEBOOKDESCRIPTION_387,"At the end of the owner's turn, [creature] will move in the direction inscribed in the sigil and drop a Skeleton in its old space.",Pod koniec tury właściciela [stworzenie] porusza się w kierunku wpisanym na pielęgnację i upuści szkielet w swojej starej przestrzeni.
SKELETONSTRAFE_TRIGGERTEXT_195_M,[creature] moves to a new space... and a Skeleton jumps ship!,[Stworzenie] przenosi się do nowej przestrzeni ... a szkielet skokuje statek!
SKELETONSTRAFE_TRIGGERTEXT_195_F,,#VALUE!
SQUIRRELSTRAFE_RULEBOOKNAME_313,Squirrel Shedder,Redder wiewiórki
SQUIRRELSTRAFE_RULEBOOKDESCRIPTION_615,"At the end of the owner's turn, [creature] will move in the direction inscribed in the sigil and drop a Squirrel in their old space.",Pod koniec tury właściciela [stworzenie] porusza się w kierunku wpisanym w pielęgnację i upuści wiewiórkę w starej przestrzeni.
SQUIRRELSTRAFE_TRIGGERTEXT_497_M,[creature] moves to a new space... and a Squirrel falls off!,[Stworzenie] przenosi się do nowej przestrzeni ... a wiewiórka spada!
SQUIRRELSTRAFE_TRIGGERTEXT_497_F,,#VALUE!
ALLSTRIKE_RULEBOOKNAME_638,Omni Strike,Omni strajk
ALLSTRIKE_RULEBOOKDESCRIPTION_005,[creature] will strike each opposing space that is occupied by a creature. It will strike directly if no creatures oppose it.,"[Stworzenie] uderzy w każdą przeciwną przestrzeń zajmowaną przez stworzenie. Uderzy się bezpośrednio, jeśli żadne stworzenia się nie sprzeciwiają."
BEESONHIT_RULEBOOKNAME_866,Bees Within,Pszczoły wewnątrz
BEESONHIT_RULEBOOKDESCRIPTION_411,"Once [creature] is struck, a Bee is created in your hand. [define:Bee]",Po uderzeniu [stworzenia] pszczoła powstaje w twojej dłoni. [Zdefiniuj: pszczoła]
BUFFNEIGHBOURS_RULEBOOKNAME_551,Leader,Lider
BUFFNEIGHBOURS_RULEBOOKDESCRIPTION_896,Creatures adjacent to [creature] gain 1 power.,Stworzenia przylegające do [stworzenia] zyskują 1 moc.
CORPSEEATER_RULEBOOKNAME_697,Corpse Eater,Corpse Eater
CORPSEEATER_RULEBOOKDESCRIPTION_192,"If a creature that you own perishes by combat, [creature] in your hand is automatically played in its place.","Jeśli stworzenie, które posiadasz, zginie przez walkę, [stworzenie] w twojej ręce jest automatycznie odtwarzane na swoim miejscu."
CORPSEEATER_TEXT_524_M,Corpses are in no short supply.,Zwłoki nie są krótkie.
CORPSEEATER_TEXT_524_F,,#VALUE!
CREATEBELLS_RULEBOOKNAME_242,Bellist,Czołowca
CREATEBELLS_RULEBOOKDESCRIPTION_488,"When [creature] is played, a Chime is created on each empty adjacent space. [define:DausBell]","Kiedy [stworzenie] jest odtwarzane, na każdej pustej sąsiedniej przestrzeni tworzona jest genttur. [Zdefiniuj: Dausbell]"
CREATEDAMS_RULEBOOKNAME_387,Dam Builder,Builder Dam
CREATEDAMS_RULEBOOKDESCRIPTION_861,"When [creature] is played, a Dam is created on each empty adjacent space. [define:Dam]","Kiedy [stworzenie] jest odtwarzane, na każdej pustej sąsiedniej przestrzeni tworzona jest tama. [Zdefiniuj: Dam]"
CREATEDAMS_TEXT_639_M,A formidable defense.,Potężna obrona.
CREATEDAMS_TEXT_639_F,,#VALUE!
DEATHTOUCH_RULEBOOKNAME_042,Touch of Death,Dotyk śmierci
DEATHTOUCH_RULEBOOKDESCRIPTION_858,"When [creature] damages another creature, that creature perishes.","Kiedy [stworzenie] uszkadza inne stworzenie, to stworzenie ginie."
DEATHTOUCH_TRIGGERTEXT_844_M,[creature]'s Touch of Death kills instantly!,Dotyk śmierci [stworzenia] zabija natychmiast!
DEATHTOUCH_TRIGGERTEXT_844_F,,#VALUE!
DEATHTOUCH_TEXT_929_M,A serpent perhaps more deadly than Man.,Wąż być może bardziej zabójczy niż człowiek.
DEATHTOUCH_TEXT_929_F,,#VALUE!
DEBUFFENEMY_RULEBOOKNAME_687,Stinky,Śmierdzące
DEBUFFENEMY_RULEBOOKDESCRIPTION_542,The creature opposing [creature] loses 1 power.,Stworzenie przeciwne [stworzenie] traci 1 moc.
DRAWANT_RULEBOOKNAME_333,Ant Spawner,Ant Spawner
DRAWANT_RULEBOOKDESCRIPTION_854,"When [creature] is played, an Ant is created in your hand.","Kiedy [stworzenie] jest odtwarzane, w twojej dłoni powstaje mrówka."
DRAWANT_TEXT_734_M,Power in numbers - The Ant's creed.,Moc w liczbach - Mrówki.
DRAWANT_TEXT_734_F,,#VALUE!
DRAWCOPY_RULEBOOKNAME_634,Fecundity,Płodność
DRAWCOPY_RULEBOOKDESCRIPTION_869,"When [creature] is played, a copy of it is created in your hand.","Kiedy [stworzenie] jest odtwarzane, jego kopia jest tworzona w twojej ręce."
DRAWCOPY_TRIGGERTEXT_449_M,[creature] reproduces...,[stworzenie] odtwarza ...
DRAWCOPY_TRIGGERTEXT_449_F,,#VALUE!
DRAWCOPY_TEXT_090_M,Licentious Field Mice... always breeding.,Rozmieżne myszy polowe ... zawsze hodowla.
DRAWCOPY_TEXT_090_F,,#VALUE!
DRAWCOPYONDEATH_RULEBOOKNAME_408,Unkillable,Niezamożne
DRAWCOPYONDEATH_RULEBOOKDESCRIPTION_621,"When [creature] perishes, a copy of it is created in your hand.","Kiedy [stworzenie] ginie, w twojej ręce tworzy się jej kopia."
DRAWCOPYONDEATH_TEXT_303_M,Were you as unfaltering as the Cockroach...,Czy byłeś tak niezmienny jak karaluch ...
DRAWCOPYONDEATH_TEXT_303_F,Were you as unfaltering as the Cockroach...,Czy byłeś tak niezmienny jak karaluch ...
DRAWRABBITS_RULEBOOKNAME_836,Rabbit Hole,Królicza nora
